,partido,partido_num,candidato,nick,followers,fecha,post,post_clean,sentimiento,sentimiento_num,negative,neutral,positive,video,foto,repost,retweet,who,viewed,comments,comments vs viewed,shared,shared vs viewed,likes,likes vs viewed,votos,porcentaje,escaños,Num_words_POST,sentimiento_clean
121,vox,1,Rocío Monasterio, @monasterioR,339700,2023-05-25,"Terminar la M-50 es prioritario. Invertir en infraestructuras es fundamental. 
https://20minutos.es/noticia/5131691/0/monasterio-subraya-que-terminar-la-m-50-sera-prioritario-si-llega-a-sol-los-vecinos-estan-cansados-de-esperar/?utm_source=twitter.com&utm_medium=socialshare&utm_campaign=mobile_web vía 
@20m",terminar la m-50 es prioritario. invertir en infraestructuras es fundamental.   via,positive,2,0.14547771,0.27201977,0.5825025,False,True,True,False, @20m,7357,10,0.0013592496941688,165,0.0224276199537855,350,0.0475737392959086,245215,0.0731,11,11,terminar m50 prioritario invertir infraestructuras fundamental via
122,vox,1,Rocío Monasterio, @monasterioR,339700,2023-05-26,"📻 Este viernes 26 de mayo a las 10:00, no te pierdas la entrevista de 
@Javiergaciaisac
 a 
@monasterioR
 en 'La Boca del Lobo' de 
@informaradio_
 

📡 Síguelo en directo: https://edatv.news/informaradio/

🟢 #CuidaLoTuyo #VotaSeguro 🇪🇦","este viernes 26 de mayo a las 10:00, no te pierdas la entrevista de    a    en 'la boca del lobo' de       siguelo en directo:    #cuidalotuyo #votaseguro",neutral,1,0.018312987,0.93735266,0.044334304,False,True,False,True," @madrid_vox
",5595,17,0.0030384271671134,107,0.0191242180518319,176,0.0314566577301161,245215,0.0731,11,26,viernes 26 mayo 1000 pierdas entrevista boca lobo siguelo directo cuidalotuyo votaseguro
123,vox,1,Rocío Monasterio, @monasterioR,339700,2023-05-26,"Vox cierra este viernes en Aluche una campaña con ""mucha calle"" centrada en los barrios y su seguridad","vox cierra este viernes en aluche una campana con ""mucha calle"" centrada en los barrios y su seguridad",negative,0,0.43522745,0.320521,0.24425155,False,True,True,False,https://www.europapress.es/,15100,68,0.0045033112582781,292,0.0193377483443708,843,0.0558278145695364,245215,0.0731,11,18,vox cierra viernes aluche campana mucha calle centrada barrios seguridad
124,vox,1,Rocío Monasterio, @monasterioR,339700,2023-05-26,"No es solo sacar a Sánchez, sino también al socialismo, comunismo, ultraizquierda y bilduetarras. 

Es dar la batalla ideológica sin miedo.

https://eldebate.com/espana/20230526/rocio-monasterio-vox_117264.html#utm_source=rrss-comp&utm_medium=tw&utm_campaign=fixed-btn vía 
@eldebate_com","no es solo sacar a sanchez, sino tambien al socialismo, comunismo, ultraizquierda y bilduetarras.   es dar la batalla ideologica sin miedo.   via",negative,0,0.7219946,0.13541554,0.14258988,False,True,True,False, @eldebate_com,44800,481,0.0107366071428571,899,0.0200669642857142,2352,0.0525,245215,0.0731,11,22,solo sacar sanchez sino tambien socialismo comunismo ultraizquierda bilduetarras dar batalla ideologica miedo via
125,vox,1,Rocío Monasterio, @monasterioR,339700,2023-05-26,"📰 Entrevista a 
@monasterioR
 en 
@expansioncom
: 

‼️ ""Si los madrileños nos dan la fuerza suficiente, estaremos en el Gobierno como en Castilla y León""

👉 https://expansion.com/economia/2023/05/26/646faadb468aeb986e8b47f5.html

✅ #VotaSeguro #VotaVOX","entrevista a    en   :   !! ""si los madrilenos nos dan la fuerza suficiente, estaremos en el gobierno como en castilla y leon""      #votaseguro #votavox",positive,2,0.3098354,0.1965944,0.49357018,False,True,False,True," @madrid_vox
",12700,13,0.001023622047244,233,0.0183464566929133,405,0.0318897637795275,245215,0.0731,11,24,entrevista si madrilenos dan fuerza suficiente gobierno castilla leon votaseguro votavox
126,vox,1,Rocío Monasterio, @monasterioR,339700,2023-05-26,"📢 Este 28 de mayo tú eliges:

📍 Centros de menas o centros de salud
📍 Sus privilegios o tu prioridad

#VotaSeguro #VotaVOX",este 28 de mayo tu eliges:   centros de menas o centros de salud  sus privilegios o tu prioridad  #votaseguro #votavox,neutral,1,0.19365044,0.70278883,0.10356075,False,True,False,True," @madrid_vox
",6034,16,0.0026516407026847,121,0.0200530328140536,182,0.0301624129930394,245215,0.0731,11,20,28 mayo eliges centros menas centros salud privilegios prioridad votaseguro votavox
127,vox,1,Rocío Monasterio, @monasterioR,339700,2023-05-26,¡Esta tarde os espero!😘,!esta tarde os espero!,positive,2,0.0049963514,0.026225315,0.9687783,False,True,False,False,False,6016,49,0.0081449468085106,97,0.0161236702127659,203,0.0337433510638297,245215,0.0731,11,4,tarde espero
128,vox,1,Rocío Monasterio, @monasterioR,339700,2023-05-26,"Vox es esperanza, es el cambio a mejor. 
Es tener futuro
Es el #votoseguro  

https://madridactual.es/7894500-28m-monasterio-ofrece-a-los-jovenes-el-mensaje-de-esperanza-de-vox-para-que-se-puedan-emancipar-y-tener-una-vivienda vía 
@madridactual","vox es esperanza, es el cambio a mejor.  es tener futuro es el #votoseguro     via",positive,2,0.09011163,0.09679043,0.81309795,False,True,True,False, @madridactual,8488,112,0.0131950989632422,228,0.0268614514608859,595,0.0700989632422243,245215,0.0731,11,15,vox esperanza cambio mejor tener futuro votoseguro via
129,vox,1,Rocío Monasterio, @monasterioR,339700,2023-05-26,"Qué está en juego el 28M (I): Seguridad https://gaceta.es/espana/que-esta-en-juego-el-28m-i-seguridad-20230525-0600/ vía 
@gaceta_es",que esta en juego el 28m (i): seguridad  via,neutral,1,0.07823105,0.90656275,0.01520615,False,True,True,False, @gaceta_es,4189,20,0.0047744091668656,69,0.0164717116256863,138,0.0329434232513726,245215,0.0731,11,9,juego 28m i seguridad via
130,vox,1,Rocío Monasterio, @monasterioR,339700,2023-05-26,"Qué está en juego el 28M (II): Vivienda https://gaceta.es/espana/que-esta-en-juego-el-28m-ii-vivienda-20230525-1359/ vía 
@gaceta_es",que esta en juego el 28m (ii): vivienda  via,neutral,1,0.117578454,0.86258066,0.019840905,False,True,True,False, @gaceta_es,6640,13,0.0019578313253012,88,0.0132530120481927,155,0.0233433734939759,245215,0.0731,11,9,juego 28m ii vivienda via
131,vox,1,Rocío Monasterio, @monasterioR,339700,2023-05-26,"¡Gracias a todos los que ayer nos habéis acompañado en 
@canasporespana
 !😘
El 28 de mayo #VotaSeguro",!gracias a todos los que ayer nos habeis acompanado en    ! el 28 de mayo #votaseguro,positive,2,0.011227617,0.014823183,0.9739492,False,True,False,False,False,4996,15,0.0030024019215372,89,0.0178142514011208,197,0.0394315452361889,245215,0.0731,11,16,gracias ayer habeis acompanado 28 mayo votaseguro
132,vox,1,Rocío Monasterio, @monasterioR,339700,2023-05-26,"¡Basta ya de un Madrid donde haya madrileños de primera y de segunda! 

Para cambiarlo todo, vota seguro a VOX este #28demayo","!basta ya de un madrid donde haya madrilenos de primera y de segunda!   para cambiarlo todo, vota seguro a vox este #28demayo",negative,0,0.85986733,0.05917422,0.08095846,False,True,False,True," @vox_es
",43000,69,0.0016046511627906,600,0.013953488372093,1172,0.0272558139534883,245215,0.0731,11,22,basta madrid madrilenos primera segunda cambiarlo vota seguro vox 28demayo
133,vox,1,Rocío Monasterio, @monasterioR,339700,2023-05-26,Gran titular,gran titular,positive,2,0.01774363,0.012336529,0.96991986,False,True,False,True," @ivanedlm
",28700,42,0.0014634146341463,520,0.0181184668989547,1334,0.0464808362369338,245215,0.0731,11,2,gran titular
134,vox,1,Rocío Monasterio, @monasterioR,339700,2023-05-26,"❌Centros de menas.
✅Centros de Salud.

En VOX lo tenemos claro a la hora de elegir.

Vota seguro el #28demayo",centros de menas. centros de salud.  en vox lo tenemos claro a la hora de elegir.  vota seguro el #28demayo,negative,0,0.5240092,0.21582182,0.260169,False,True,False,True," @vox_es
",46800,97,0.0020726495726495,580,0.0123931623931623,1133,0.0242094017094017,245215,0.0731,11,20,centros menas centros salud vox claro hora elegir vota seguro 28demayo
135,vox,1,Rocío Monasterio, @monasterioR,339700,2023-05-26,"Explica muy bien VOX en el cartel de su tweet el proyecto ideológico de Ayuso; el de 
@monasterioR
 es el contrario.
#VotaSeguro",explica muy bien vox en el cartel de su tweet el proyecto ideologico de ayuso; el de    es el contrario. #votaseguro,negative,0,0.8737551,0.08414572,0.042099148,False,True,False,True," @paularguez
",17700,12,0.0006779661016949,167,0.0094350282485875,321,0.0181355932203389,245215,0.0731,11,21,explica bien vox cartel tweet proyecto ideologico ayuso contrario votaseguro
136,vox,1,Rocío Monasterio, @monasterioR,339700,2023-05-26,"Las ayudas nunca llegan a los madrileños que trabajan y no llegan al final de mes 
https://europeamedia.es/europea-news/rocio-monasterio-las-ayudas-nunca-llegan-a-los-madrilenos-que-trabajan-y-no-llegan-al-final-de-mes/ vía 
@europeamedia",las ayudas nunca llegan a los madrilenos que trabajan y no llegan al final de mes   via,negative,0,0.8751071,0.10611489,0.018777952,False,True,True,False, @europeamedia,6512,23,0.003531941031941,134,0.0205773955773955,236,0.0362407862407862,245215,0.0731,11,17,ayudas nunca llegan madrilenos trabajan llegan final mes via
137,psoe,3,Juan Lobato," @juanlobato_es
",25500,2023-05-12,"Madrid es muy grande y da para mucho más. 

¡Ya es hora de que las oportunidades sean para tod@s!  

Por esto te pido el voto este 28 de mayo.

Gobernando con sensibilidad y solvencia #MadridDaParaTodos",madrid es muy grande y da para mucho mas.   !ya es hora de que las oportunidades sean para tod    por esto te pido el voto este 28 de mayo.  gobernando con sensibilidad y solvencia #madriddaparatodos,positive,2,0.03488244,0.032380853,0.93273675,False,True,False,False,False,46200,279,0.006038961038961,637,0.0137878787878787,907,0.0196320346320346,609718,0.1819,27,35,madrid grande da mas hora oportunidades tod pido voto 28 mayo gobernando sensibilidad solvencia madriddaparatodos
138,psoe,3,Juan Lobato," @juanlobato_es
",25500,2023-05-12,"Para todos… Madrid da para tod@s. 

¡Vamos a por ello!",para todos... madrid da para tod   !vamos a por ello!,positive,2,0.01677926,0.023875196,0.9593456,False,True,False,False,False,6454,89,0.013789897737837,122,0.0189030058878215,250,0.0387356678029129,609718,0.1819,27,10,madrid da tod vamos ello
139,psoe,3,Juan Lobato," @juanlobato_es
",25500,2023-05-12,"Todo mi cariño y apoyo a la familia y amigos de la mujer de 40 años asesinada ayer en Madrid por presunta #ViolenciaDeGénero.

Debemos acabar con esta lacra de una vez. Es intolerable e insoportable.

#NiUnaMenos 
#NosQueremosVivas",todo mi carino y apoyo a la familia y amigos de la mujer de 40 anos asesinada ayer en madrid por presunta #violenciadegenero.  debemos acabar con esta lacra de una vez. es intolerable e insoportable.  #niunamenos  #nosqueremosvivas,negative,0,0.6209651,0.10285994,0.2761749,False,False,True,False, @DelGobVG,4658,24,0.0051524259338772,47,0.0100901674538428,93,0.0199656504937741,609718,0.1819,27,37,carino apoyo familia amigos mujer 40 anos asesinada ayer madrid presunta violenciadegenero debemos acabar lacra vez intolerable insoportable niunamenos nosqueremosvivas
140,psoe,3,Juan Lobato," @juanlobato_es
",25500,2023-05-12,"Madrid necesita acoger y cuidar la #Cultura y el Talento.

Cuando presida la Comunidad, a partir del #28M, crearemos una Escuela Superior del Audiovisual Pública.

Madrid también da para que los jóvenes creadores tengan oportunidades. #MadridDaParaTodos","madrid necesita acoger y cuidar la #cultura y el talento.  cuando presida la comunidad, a partir del #28m, crearemos una escuela superior del audiovisual publica.  madrid tambien da para que los jovenes creadores tengan oportunidades. #madriddaparatodos",positive,2,0.2094861,0.17808294,0.61243093,False,False,False,False,False,14200,154,0.0108450704225352,192,0.0135211267605633,290,0.0204225352112676,609718,0.1819,27,36,madrid necesita acoger cuidar cultura talento presida comunidad partir 28m crearemos escuela superior audiovisual publica madrid tambien da jovenes creadores oportunidades madriddaparatodos
141,psoe,3,Juan Lobato," @juanlobato_es
",25500,2023-05-12,"🗣 
@juanlobato_es
: “Ayuso en cuatro años no ha salido ni un día del cartel electoral para dedicarse a gestionar”

https://publico.es/politica/juan-lobato-ayuso-dejara-madrid-seis-meses-gane-pierda-elecciones.html?utm_source=twitter&utm_medium=social&utm_campaign=publico",": ""ayuso en cuatro anos no ha salido ni un dia del cartel electoral para dedicarse a gestionar""  ",negative,0,0.7824872,0.14676534,0.070747465,False,True,False,True," @publico_es
",11700,15,0.0012820512820512,112,0.0095726495726495,208,0.0177777777777777,609718,0.1819,27,18,ayuso cuatro anos salido dia cartel electoral dedicarse gestionar
142,psoe,3,Juan Lobato," @juanlobato_es
",25500,2023-05-13,"Las elecciones de este #28M pueden ir del interés personal y de la aspiración nacional de Ayuso o de las oportunidades para las familias de Madrid.

Los socialistas madrileños nos vamos a dejar la piel para que estas elecciones vayan de las familias de Madrid.

#MadridDaParaTodos",las elecciones de este #28m pueden ir del interes personal y de la aspiracion nacional de ayuso o de las oportunidades para las familias de madrid.  los socialistas madrilenos nos vamos a dejar la piel para que estas elecciones vayan de las familias de madrid.  #madriddaparatodos,negative,0,0.5058071,0.1736546,0.32053834,False,True,False,False,False,23700,194,0.0081856540084388,294,0.0124050632911392,462,0.0194936708860759,609718,0.1819,27,46,elecciones 28m pueden ir interes personal aspiracion nacional ayuso oportunidades familias madrid socialistas madrilenos vamos dejar piel elecciones vayan familias madrid madriddaparatodos
143,psoe,3,Juan Lobato," @juanlobato_es
",25500,2023-05-13,"Termino el día visitando las fiestas de Rivas. Ambientazo en el recinto ferial gracias al trabajo de policía, protección civil y técnicos municipales. 

Un placer ver a buenos amigos y apoyar y ver cómo quieren sus vecinos a la próxima alcaldesa socialista, 
@monicacarazo
.","termino el dia visitando las fiestas de rivas. ambientazo en el recinto ferial gracias al trabajo de policia, proteccion civil y tecnicos municipales.   un placer ver a buenos amigos y apoyar y ver como quieren sus vecinos a la proxima alcaldesa socialista,   .",positive,2,0.023545375,0.024226002,0.95222867,False,True,False,False,False,4117,29,0.0070439640514938,68,0.0165168812241923,145,0.035219820257469,609718,0.1819,27,43,termino dia visitando fiestas rivas ambientazo recinto ferial gracias trabajo policia proteccion civil tecnicos municipales placer ver buenos amigos apoyar ver quieren vecinos proxima alcaldesa socialista
144,psoe,3,Juan Lobato," @juanlobato_es
",25500,2023-05-13,"Una Sanidad Pública líder de la que volvamos a sentirnos orgullosos.

Ésa es #LaVerdaderaLibertad. 
Madrid no se merece menos 🌹❤️

#MadridDaParaTodos 
#LobatoPresidente",una sanidad publica lider de la que volvamos a sentirnos orgullosos.  esa es #laverdaderalibertad.  madrid no se merece menos   #madriddaparatodos  #lobatopresidente,positive,2,0.13982908,0.090072945,0.770098,False,True,False,True," @MorenoVinues
",11400,14,0.0012280701754385,99,0.0086842105263157,152,0.0133333333333333,609718,0.1819,27,21,sanidad publica lider volvamos sentirnos orgullosos laverdaderalibertad madrid merece menos madriddaparatodos lobatopresidente
145,psoe,3,Juan Lobato," @juanlobato_es
",25500,2023-05-14,"¡Cómo estamos disfrutando esta campaña! 
Hoy hemos pasado un estupendo rato en Ciempozuelos. 

Da gusto ver el cariño de la gente a la alcaldesa 
@Raquel_Jimeno
, que seguro que lo seguirá siendo a partir del 28 de mayo. 

Gran mañana entre amigos, vecinos y gachas 😅","!como estamos disfrutando esta campana!  hoy hemos pasado un estupendo rato en ciempozuelos.   da gusto ver el carino de la gente a la alcaldesa   , que seguro que lo seguira siendo a partir del 28 de mayo.   gran manana entre amigos, vecinos y gachas",positive,2,0.021414388,0.018692298,0.95989335,False,True,False,False,False,6083,80,0.0131514055564688,90,0.0147953312510274,194,0.0318921584744369,609718,0.1819,27,44,disfrutando campana hoy pasado estupendo rato ciempozuelos da gusto ver carino gente alcaldesa seguro seguira siendo partir 28 mayo gran manana amigos vecinos gachas
146,psoe,3,Juan Lobato," @juanlobato_es
",25500,2023-05-15,"Todo mi cariño y apoyo a la familia y amigos del hombre fallecido en el Clínico de Madrid, y mi deseo de pronta recuperación para las personas heridas. 

Gracias a todos los profesionales que han contribuido a la extinción del incendio y que han evitado una tragedia mayor.","todo mi carino y apoyo a la familia y amigos del hombre fallecido en el clinico de madrid, y mi deseo de pronta recuperacion para las personas heridas.   gracias a todos los profesionales que han contribuido a la extincion del incendio y que han evitado una tragedia mayor.",positive,2,0.018672965,0.021897657,0.95942944,False,False,True,False," @eldiarioes
",5846,17,0.0029079712624016,59,0.0100923708518645,133,0.0227505986999657,609718,0.1819,27,48,carino apoyo familia amigos hombre fallecido clinico madrid deseo pronta recuperacion personas heridas gracias profesionales contribuido extincion incendio evitado tragedia mayor
